"scenario","delta1","delta2","seed","method","silhouette","ari","alpha","omega","r"
"S3",0.5,1,21,"C_DK_ancien",0.099115961978609,0.351872212174826,0,NA,NA
"S3",0.5,1,21,"DK_reconstruit",0.100915018367857,0.391766769886912,NA,NA,3.75902205198018
"S3",0.5,1,22,"D0",0.221758872746688,0.14963757869926,NA,NA,NA
"S3",0.5,1,22,"D1",0.18923800110246,0.332605665922747,NA,NA,NA
"S3",0.5,1,22,"Df_silopt",0.223472643306954,0.254209865136055,0.1,NA,NA
"S3",0.5,1,22,"Ds",0.133403632696532,0.499397537362246,NA,NA,NA
"S3",0.5,1,22,"A",0.141379498587408,0.54091959271973,NA,NA,NA
"S3",0.5,1,22,"B_silopt",0.223472643306954,0.254209865136055,0.1,1,NA
"S3",0.5,1,22,"C_DK_ancien",0.10214623239686,0.367045328115326,0,NA,NA
"S3",0.5,1,22,"DK_reconstruit",0.107549211239266,0.359487066655158,NA,NA,3.97996396992382
"S3",0.5,1,23,"D0",0.217959832846519,0.244092264114251,NA,NA,NA
"S3",0.5,1,23,"D1",0.168505219577179,0.410250124201889,NA,NA,NA
"S3",0.5,1,23,"Df_silopt",0.21795983284652,0.244092264114251,0,NA,NA
"S3",0.5,1,23,"Ds",0.127991776739704,0.440572456631149,NA,NA,NA
"S3",0.5,1,23,"A",0.14206355148512,0.581793256711181,NA,NA,NA
"S3",0.5,1,23,"B_silopt",0.21795983284652,0.244092264114251,0,1,NA
"S3",0.5,1,23,"C_DK_ancien",0.0871342377169511,0.601661510309254,1,NA,NA
"S3",0.5,1,23,"DK_reconstruit",0.0802281172490698,0.709489312565532,NA,NA,3.61303903871066
"S3",0.5,1,24,"D0",0.219556181317228,0.263482270325341,NA,NA,NA
"S3",0.5,1,24,"D1",0.163548031254624,0.434056259171517,NA,NA,NA
"S3",0.5,1,24,"Df_silopt",0.219556181317228,0.263482270325341,0,NA,NA
"S3",0.5,1,24,"Ds",0.123918024950415,0.60485424964919,NA,NA,NA
"S3",0.5,1,24,"A",0.140249895282547,0.70456867554068,NA,NA,NA
"S3",0.5,1,24,"B_silopt",0.219556181317228,0.263482270325341,0,1,NA
"S3",0.5,1,24,"C_DK_ancien",0.10277694481196,0.480999461295911,0,NA,NA
"S3",0.5,1,24,"DK_reconstruit",0.107549577183779,0.376400878535705,NA,NA,3.83117708550392
"S3",0.5,1,25,"D0",0.237060705594989,0.197729638632463,NA,NA,NA
"S3",0.5,1,25,"D1",0.153494467364647,0.378491081959791,NA,NA,NA
"S3",0.5,1,25,"Df_silopt",0.237060705594989,0.197729638632463,0,NA,NA
"S3",0.5,1,25,"Ds",0.128712797443375,0.37315995283171,NA,NA,NA
"S3",0.5,1,25,"A",0.144955990784485,0.674307497815063,NA,NA,NA
"S3",0.5,1,25,"B_silopt",0.237060705594989,0.197729638632463,0,1,NA
"S3",0.5,1,25,"C_DK_ancien",0.112993097233754,0.343679069918743,0,NA,NA
"S3",0.5,1,25,"DK_reconstruit",0.116977222424256,0.343994521230233,NA,NA,3.84202753291799
"S3",0.5,1,26,"D0",0.221831290772005,0.278638585247428,NA,NA,NA
"S3",0.5,1,26,"D1",0.186622442017544,0.369527436112613,NA,NA,NA
"S3",0.5,1,26,"Df_silopt",0.221831290772005,0.278638585247428,0,NA,NA
"S3",0.5,1,26,"Ds",0.134437316544876,0.376436481945415,NA,NA,NA
"S3",0.5,1,26,"A",0.139909288962476,0.650775468596044,NA,NA,NA
"S3",0.5,1,26,"B_silopt",0.221831290772005,0.278638585247428,0,1,NA
"S3",0.5,1,26,"C_DK_ancien",0.0941445506967425,0.353725929117229,0,NA,NA
"S3",0.5,1,26,"DK_reconstruit",0.0954908491994628,0.343126617659862,NA,NA,3.62763985845123
"S3",0.5,1,27,"D0",0.243855248115763,0.267314097457039,NA,NA,NA
"S3",0.5,1,27,"D1",0.157268115027444,0.407618413813701,NA,NA,NA
"S3",0.5,1,27,"Df_silopt",0.243855248115763,0.267314097457039,0,NA,NA
"S3",0.5,1,27,"Ds",0.124082904935683,0.5264335637239,NA,NA,NA
"S3",0.5,1,27,"A",0.140950839080615,0.600032718371568,NA,NA,NA
"S3",0.5,1,27,"B_silopt",0.243855248115763,0.267314097457039,0,1,NA
"S3",0.5,1,27,"C_DK_ancien",0.104921821009483,0.341254241026539,0.1,NA,NA
"S3",0.5,1,27,"DK_reconstruit",0.0764525450943423,0.261152347111001,NA,NA,3.86506877261249
"S3",0.5,1,28,"D0",0.219747547652463,0.236999566718678,NA,NA,NA
"S3",0.5,1,28,"D1",0.152510679328387,0.351657844792764,NA,NA,NA
"S3",0.5,1,28,"Df_silopt",0.219747547652463,0.236999566718678,0,NA,NA
"S3",0.5,1,28,"Ds",0.126685647139532,0.541523314899167,NA,NA,NA
"S3",0.5,1,28,"A",0.142495416573509,0.690653266331658,NA,NA,NA
"S3",0.5,1,28,"B_silopt",0.219747547652463,0.236999566718678,0,1,NA
"S3",0.5,1,28,"C_DK_ancien",0.0938831634590183,0.409783247984755,0,NA,NA
"S3",0.5,1,28,"DK_reconstruit",0.0976748102298482,0.422666373440905,NA,NA,3.77933761316173
"S3",0.5,1,29,"D0",0.217790773545388,0.231233025360535,NA,NA,NA
"S3",0.5,1,29,"D1",0.174300551786729,0.365196329447551,NA,NA,NA
"S3",0.5,1,29,"Df_silopt",0.217790773545388,0.231233025360535,0,NA,NA
"S3",0.5,1,29,"Ds",0.126826838390955,0.55667321760311,NA,NA,NA
"S3",0.5,1,29,"A",0.148049568297953,0.727843344017974,NA,NA,NA
"S3",0.5,1,29,"B_silopt",0.217790773545388,0.231233025360535,0,1,NA
"S3",0.5,1,29,"C_DK_ancien",0.0970011019481206,0.511935353535354,0,NA,NA
"S3",0.5,1,29,"DK_reconstruit",0.0871377773771885,0.4770874701927,NA,NA,3.97572047532092
"S3",0.5,1,30,"D0",0.221221185452214,0.178291085445728,NA,NA,NA
"S3",0.5,1,30,"D1",0.146891055214488,0.348003451505137,NA,NA,NA
"S3",0.5,1,30,"Df_silopt",0.221221185452214,0.178291085445728,0,NA,NA
"S3",0.5,1,30,"Ds",0.123336637090767,0.515767690854289,NA,NA,NA
"S3",0.5,1,30,"A",0.138926455842766,0.644246762706011,NA,NA,NA
"S3",0.5,1,30,"B_silopt",0.221221185452214,0.178291085445728,0,1,NA
"S3",0.5,1,30,"C_DK_ancien",0.0898905138401796,0.382129339874957,0,NA,NA
"S3",0.5,1,30,"DK_reconstruit",0.0915065825988731,0.2531194147568,NA,NA,4.04480845994696
"S3",0.5,1,31,"D0",0.21049382188154,0.240640017717123,NA,NA,NA
"S3",0.5,1,31,"D1",0.159361887207799,0.316999395847925,NA,NA,NA
"S3",0.5,1,31,"Df_silopt",0.21049382188154,0.240640017717123,0,NA,NA
"S3",0.5,1,31,"Ds",0.125909066187601,0.469940939103272,NA,NA,NA
"S3",0.5,1,31,"A",0.133144477451041,0.598049406857541,NA,NA,NA
"S3",0.5,1,31,"B_silopt",0.21049382188154,0.240640017717123,0,1,NA
"S3",0.5,1,31,"C_DK_ancien",0.0846507086226748,0.538455287605174,1,NA,NA
"S3",0.5,1,31,"DK_reconstruit",0.08461689880436,0.46833474051427,NA,NA,3.86187401951544
"S3",0.5,1,32,"D0",0.224910200218014,0.257987090849477,NA,NA,NA
"S3",0.5,1,32,"D1",0.162855103223838,0.380880955952202,NA,NA,NA
"S3",0.5,1,32,"Df_silopt",0.224910200218014,0.257987090849477,0,NA,NA
"S3",0.5,1,32,"Ds",0.135869200099087,0.562735535673266,NA,NA,NA
"S3",0.5,1,32,"A",0.136532333366379,0.597937783356149,NA,NA,NA
"S3",0.5,1,32,"B_silopt",0.224910200218014,0.257987090849477,0,1,NA
"S3",0.5,1,32,"C_DK_ancien",0.0942007203781899,0.402510109551505,0,NA,NA
"S3",0.5,1,32,"DK_reconstruit",0.102591197007351,0.357149228017632,NA,NA,3.5697603576751
"S3",0.5,1,33,"D0",0.206776909131913,0.18897157613531,NA,NA,NA
"S3",0.5,1,33,"D1",0.151646112212503,0.378902976148269,NA,NA,NA
"S3",0.5,1,33,"Df_silopt",0.206776909131913,0.18897157613531,0,NA,NA
"S3",0.5,1,33,"Ds",0.14075421021324,0.412690044960473,NA,NA,NA
"S3",0.5,1,33,"A",0.142653447557335,0.472156111011213,NA,NA,NA
"S3",0.5,1,33,"B_silopt",0.206776909131913,0.18897157613531,0,1,NA
"S3",0.5,1,33,"C_DK_ancien",0.0996869872815635,0.342716834384949,0,NA,NA
"S3",0.5,1,33,"DK_reconstruit",0.103375627047124,0.346578194114937,NA,NA,3.87002373896689
"S3",0.5,1,34,"D0",0.228504697972821,0.244656470415748,NA,NA,NA
"S3",0.5,1,34,"D1",0.170263064115074,0.409272326692173,NA,NA,NA
"S3",0.5,1,34,"Df_silopt",0.228504697972821,0.244656470415748,0,NA,NA
"S3",0.5,1,34,"Ds",0.13442125471994,0.782664211577112,NA,NA,NA
"S3",0.5,1,34,"A",0.127591642766197,0.634147094821295,NA,NA,NA
"S3",0.5,1,34,"B_silopt",0.228504697972821,0.244656470415748,0,1,NA
"S3",0.5,1,34,"C_DK_ancien",0.0834738927409247,0.538999315700187,0.1,NA,NA
"S3",0.5,1,34,"DK_reconstruit",0.091942017478727,0.42160117610979,NA,NA,3.96144490828777
"S3",0.5,1,35,"D0",0.224619973454644,0.256263101344672,NA,NA,NA
"S3",0.5,1,35,"D1",0.184303283974192,0.383366978022605,NA,NA,NA
"S3",0.5,1,35,"Df_silopt",0.224619973454644,0.256263101344672,0,NA,NA
"S3",0.5,1,35,"Ds",0.122064711263872,0.456658934891188,NA,NA,NA
"S3",0.5,1,35,"A",0.15213003695894,0.425504172926502,NA,NA,NA
"S3",0.5,1,35,"B_silopt",0.224619973454644,0.256263101344672,0,1,NA
"S3",0.5,1,35,"C_DK_ancien",0.0906654891928586,0.601213355120134,1,NA,NA
"S3",0.5,1,35,"DK_reconstruit",0.0916472028596937,0.515838746973834,NA,NA,3.79428517637381
"S3",0.5,1,36,"D0",0.157497795916776,0.170313627094259,NA,NA,NA
"S3",0.5,1,36,"D1",0.155494961116527,0.390734827518445,NA,NA,NA
"S3",0.5,1,36,"Df_silopt",0.19639931576355,0.269388772236858,0.4,NA,NA
"S3",0.5,1,36,"Ds",0.114912734119686,0.438700389873679,NA,NA,NA
"S3",0.5,1,36,"A",0.13381191804854,0.743909861107752,NA,NA,NA
"S3",0.5,1,36,"B_silopt",0.198618253680051,0.345390655385564,0,0.9,NA
"S3",0.5,1,36,"C_DK_ancien",0.0813684910945834,0.733232308226289,0,NA,NA
"S3",0.5,1,36,"DK_reconstruit",0.0895017523191105,0.525230414494436,NA,NA,3.54757171662876
"S3",0.5,1,37,"D0",0.218359964948931,0.17648325346367,NA,NA,NA
"S3",0.5,1,37,"D1",0.182149811994816,0.342455970561171,NA,NA,NA
"S3",0.5,1,37,"Df_silopt",0.233070462475625,0.212061260671914,0.1,NA,NA
"S3",0.5,1,37,"Ds",0.129255707128046,0.433536554061848,NA,NA,NA
"S3",0.5,1,37,"A",0.139459956273694,0.660321328054993,NA,NA,NA
"S3",0.5,1,37,"B_silopt",0.233070462475625,0.212061260671914,0.1,1,NA
"S3",0.5,1,37,"C_DK_ancien",0.0819004738993935,0.567325479456546,1,NA,NA
"S3",0.5,1,37,"DK_reconstruit",0.078895722882087,0.469110868139512,NA,NA,3.87811329299341
"S3",0.5,1,38,"D0",0.219576187107787,0.216341989212566,NA,NA,NA
"S3",0.5,1,38,"D1",0.151627724104615,0.449842114143841,NA,NA,NA
"S3",0.5,1,38,"Df_silopt",0.219576187107787,0.216341989212566,0,NA,NA
"S3",0.5,1,38,"Ds",0.143588256410317,0.469757869103729,NA,NA,NA
"S3",0.5,1,38,"A",0.139663983633888,0.665273497943863,NA,NA,NA
"S3",0.5,1,38,"B_silopt",0.219576187107787,0.216341989212566,0,1,NA
"S3",0.5,1,38,"C_DK_ancien",0.0854817537054035,0.435398190415899,0.1,NA,NA
"S3",0.5,1,38,"DK_reconstruit",0.102228039904677,0.375331704764564,NA,NA,3.69200875386884
"S3",0.5,1,39,"D0",0.227136163540343,0.237156227476511,NA,NA,NA
"S3",0.5,1,39,"D1",0.167398128274475,0.372245467294661,NA,NA,NA
"S3",0.5,1,39,"Df_silopt",0.227136163540343,0.237156227476511,0,NA,NA
"S3",0.5,1,39,"Ds",0.127307924745402,0.528420418843503,NA,NA,NA
"S3",0.5,1,39,"A",0.135770760908168,0.716415378216903,NA,NA,NA
"S3",0.5,1,39,"B_silopt",0.227136163540343,0.237156227476511,0,1,NA
"S3",0.5,1,39,"C_DK_ancien",0.0979407260277532,0.552883801396828,0,NA,NA
"S3",0.5,1,39,"DK_reconstruit",0.101922328217843,0.533536660830869,NA,NA,3.77611948714197
"S3",0.5,1,40,"D0",0.238203045603363,0.223927848352636,NA,NA,NA
"S3",0.5,1,40,"D1",0.16845613836726,0.480874515284054,NA,NA,NA
"S3",0.5,1,40,"Df_silopt",0.238203045603363,0.223927848352636,0,NA,NA
"S3",0.5,1,40,"Ds",0.120010598352697,0.439988832906594,NA,NA,NA
"S3",0.5,1,40,"A",0.140584101804097,0.548776992749947,NA,NA,NA
"S3",0.5,1,40,"B_silopt",0.238203045603363,0.223927848352636,0,1,NA
"S3",0.5,1,40,"C_DK_ancien",0.0907782473457044,0.500429356236343,0.3,NA,NA
"S3",0.5,1,40,"DK_reconstruit",0.0856829769326489,0.601313148355015,NA,NA,3.91254580388405
"S3",0.5,1,41,"D0",0.231567843569553,0.252082022215959,NA,NA,NA
"S3",0.5,1,41,"D1",0.185075784975184,0.402703308672571,NA,NA,NA
"S3",0.5,1,41,"Df_silopt",0.231567843569553,0.252082022215959,0,NA,NA
"S3",0.5,1,41,"Ds",0.113674742045219,0.561035408464464,NA,NA,NA
"S3",0.5,1,41,"A",0.14313521780278,0.556923421938398,NA,NA,NA
"S3",0.5,1,41,"B_silopt",0.231567843569553,0.252082022215959,0,1,NA
"S3",0.5,1,41,"C_DK_ancien",0.106465252295699,0.413647949559047,0,NA,NA
"S3",0.5,1,41,"DK_reconstruit",0.106065811475066,0.317924984263628,NA,NA,3.8354541258333
"S3",0.5,1,42,"D0",0.241967048933931,0.240444284346812,NA,NA,NA
"S3",0.5,1,42,"D1",0.157854103112209,0.352467915177077,NA,NA,NA
"S3",0.5,1,42,"Df_silopt",0.241967048933931,0.240444284346812,0,NA,NA
"S3",0.5,1,42,"Ds",0.127174492015057,0.595559769005557,NA,NA,NA
"S3",0.5,1,42,"A",0.138691954392378,0.515709290378094,NA,NA,NA
"S3",0.5,1,42,"B_silopt",0.241967048933931,0.240444284346812,0,1,NA
"S3",0.5,1,42,"C_DK_ancien",0.0879240714725291,0.653766201152392,1,NA,NA
"S3",0.5,1,42,"DK_reconstruit",0.104838250901532,0.525594847821706,NA,NA,3.76792840197374
"S3",0.5,1,43,"D0",0.23946732215176,0.247702448956346,NA,NA,NA
"S3",0.5,1,43,"D1",0.155718252415575,0.309401985444821,NA,NA,NA
"S3",0.5,1,43,"Df_silopt",0.23946732215176,0.247702448956346,0,NA,NA
"S3",0.5,1,43,"Ds",0.13233751578188,0.409298557734002,NA,NA,NA
"S3",0.5,1,43,"A",0.125471908568889,0.718649430282513,NA,NA,NA
"S3",0.5,1,43,"B_silopt",0.23946732215176,0.247702448956346,0,1,NA
"S3",0.5,1,43,"C_DK_ancien",0.0829530854885766,0.4755847821336,0,NA,NA
"S3",0.5,1,43,"DK_reconstruit",0.0858340615909353,0.471170212837445,NA,NA,4.01462301222105
"S3",0.5,1,44,"D0",0.191975099679746,0.0529873766446653,NA,NA,NA
"S3",0.5,1,44,"D1",0.141202484435104,0.264427073126089,NA,NA,NA
"S3",0.5,1,44,"Df_silopt",0.208770855876418,0.286774397471879,0.3,NA,NA
"S3",0.5,1,44,"Ds",0.129709401808657,0.49361870675115,NA,NA,NA
"S3",0.5,1,44,"A",0.138574776799511,0.697573048164852,NA,NA,NA
"S3",0.5,1,44,"B_silopt",0.208770855876418,0.286774397471879,0.3,1,NA
"S3",0.5,1,44,"C_DK_ancien",0.0908782833205628,0.374378036834491,0.2,NA,NA
"S3",0.5,1,44,"DK_reconstruit",0.0865924055869716,0.481682653415001,NA,NA,4.063099113304
"S3",0.5,1,45,"D0",0.232327079473474,0.252071652841173,NA,NA,NA
"S3",0.5,1,45,"D1",0.15814307838308,0.377226749491996,NA,NA,NA
"S3",0.5,1,45,"Df_silopt",0.232327079473474,0.252071652841173,0,NA,NA
"S3",0.5,1,45,"Ds",0.137862078289124,0.448245328535032,NA,NA,NA
"S3",0.5,1,45,"A",0.139959537497843,0.645351843762063,NA,NA,NA
"S3",0.5,1,45,"B_silopt",0.232327079473474,0.252071652841173,0,1,NA
"S3",0.5,1,45,"C_DK_ancien",0.0900778426003585,0.332030117158625,0,NA,NA
"S3",0.5,1,45,"DK_reconstruit",0.0863232704773047,0.600301507537688,NA,NA,4.03608315617778
"S3",0.5,1,46,"D0",0.205697302074879,0.16812114691734,NA,NA,NA
"S3",0.5,1,46,"D1",0.175822769971043,0.405069282403854,NA,NA,NA
"S3",0.5,1,46,"Df_silopt",0.205697302074879,0.16812114691734,0,NA,NA
"S3",0.5,1,46,"Ds",0.116491499041068,0.646798899661196,NA,NA,NA
"S3",0.5,1,46,"A",0.122645040407081,0.762892260817252,NA,NA,NA
"S3",0.5,1,46,"B_silopt",0.205697302074879,0.16812114691734,0,1,NA
"S3",0.5,1,46,"C_DK_ancien",0.0888246277620489,0.392398355789463,0.1,NA,NA
"S3",0.5,1,46,"DK_reconstruit",0.0913176733364322,0.388580407759439,NA,NA,3.91538302376153
"S3",0.5,1,47,"D0",0.209279824765093,0.213835360980375,NA,NA,NA
"S3",0.5,1,47,"D1",0.151076241928115,0.364941502861058,NA,NA,NA
"S3",0.5,1,47,"Df_silopt",0.209279824765093,0.213835360980375,0,NA,NA
"S3",0.5,1,47,"Ds",0.111361251571648,0.493779837824204,NA,NA,NA
"S3",0.5,1,47,"A",0.1303449772397,0.749213935248279,NA,NA,NA
"S3",0.5,1,47,"B_silopt",0.209279824765093,0.213835360980375,0,1,NA
"S3",0.5,1,47,"C_DK_ancien",0.0863798998767947,0.361920125596021,0,NA,NA
"S3",0.5,1,47,"DK_reconstruit",0.0852905305341082,0.428971523047863,NA,NA,3.61411131424464
"S3",0.5,1,48,"D0",0.208302884643493,0.230401810956493,NA,NA,NA
"S3",0.5,1,48,"D1",0.16629556105991,0.40070191126784,NA,NA,NA
"S3",0.5,1,48,"Df_silopt",0.22216404715105,0.25239569061912,0.2,NA,NA
"S3",0.5,1,48,"Ds",0.128517791266946,0.388051466794239,NA,NA,NA
"S3",0.5,1,48,"A",0.129885777346353,0.766192692344777,NA,NA,NA
"S3",0.5,1,48,"B_silopt",0.222164047151049,0.25239569061912,0.2,1,NA
"S3",0.5,1,48,"C_DK_ancien",0.103024717860363,0.378718764338716,0,NA,NA
"S3",0.5,1,48,"DK_reconstruit",0.107115483490303,0.370706678344452,NA,NA,3.74813027972284
"S3",0.5,1,49,"D0",0.234011121075146,0.293943053503145,NA,NA,NA
"S3",0.5,1,49,"D1",0.15852799767217,0.362087961808359,NA,NA,NA
"S3",0.5,1,49,"Df_silopt",0.234011121075147,0.293943053503145,0,NA,NA
"S3",0.5,1,49,"Ds",0.133244685828895,0.388422760161125,NA,NA,NA
"S3",0.5,1,49,"A",0.138924022573864,0.688051847627905,NA,NA,NA
"S3",0.5,1,49,"B_silopt",0.234011121075146,0.293943053503145,0,1,NA
"S3",0.5,1,49,"C_DK_ancien",0.0853015647026704,0.429013310471454,0,NA,NA
"S3",0.5,1,49,"DK_reconstruit",0.107430218042896,0.386655559144496,NA,NA,3.73635850835208
"S3",0.5,1,50,"D0",0.214843528196184,0.143440533174526,NA,NA,NA
"S3",0.5,1,50,"D1",0.1473431747903,0.329544114614313,NA,NA,NA
"S3",0.5,1,50,"Df_silopt",0.214843528196184,0.143440533174526,0,NA,NA
"S3",0.5,1,50,"Ds",0.124354116496873,0.443300859011687,NA,NA,NA
"S3",0.5,1,50,"A",0.136146902328294,0.684785729562125,NA,NA,NA
"S3",0.5,1,50,"B_silopt",0.214843528196184,0.143440533174526,0,1,NA
"S3",0.5,1,50,"C_DK_ancien",0.09775143965113,0.419670836001689,0,NA,NA
"S3",0.5,1,50,"DK_reconstruit",0.104220536440092,0.356646218537283,NA,NA,3.85361461781932
"S4",0.5,0.5,1,"D0",0.226179562114277,0.221520452218072,NA,NA,NA
"S4",0.5,0.5,1,"D1",0.176904263451074,0.304566596521555,NA,NA,NA
"S4",0.5,0.5,1,"Df_silopt",0.226179562114277,0.221520452218072,0,NA,NA
"S4",0.5,0.5,1,"Ds",0.0770793508983837,0.304718965613269,NA,NA,NA
"S4",0.5,0.5,1,"A",0.0982043939507033,0.308748066070911,NA,NA,NA
"S4",0.5,0.5,1,"B_silopt",0.226179562114277,0.221520452218072,0,1,NA
"S4",0.5,0.5,1,"C_DK_ancien",0.0915129108103038,0.391571822867602,0,NA,NA
"S4",0.5,0.5,1,"DK_reconstruit",0.0983915167492083,0.384766795407062,NA,NA,3.57418519989478
"S4",0.5,0.5,2,"D0",0.249265229771212,0.24235851012358,NA,NA,NA
"S4",0.5,0.5,2,"D1",0.16728817778841,0.38474115443783,NA,NA,NA
"S4",0.5,0.5,2,"Df_silopt",0.249265229771212,0.24235851012358,0,NA,NA
"S4",0.5,0.5,2,"Ds",0.0987460217295258,0.185300634607277,NA,NA,NA
"S4",0.5,0.5,2,"A",0.109420575378804,0.359584054030551,NA,NA,NA
"S4",0.5,0.5,2,"B_silopt",0.249265229771212,0.24235851012358,0,1,NA
"S4",0.5,0.5,2,"C_DK_ancien",0.102066612722649,0.293730962484705,0,NA,NA
"S4",0.5,0.5,2,"DK_reconstruit",0.106181907751093,0.249204606147098,NA,NA,4.06759401328496
"S4",0.5,0.5,3,"D0",0.214702332329753,0.163663166812548,NA,NA,NA
"S4",0.5,0.5,3,"D1",0.149231689969451,0.351997392822794,NA,NA,NA
"S4",0.5,0.5,3,"Df_silopt",0.214702332329753,0.163663166812548,0,NA,NA
"S4",0.5,0.5,3,"Ds",0.0966702559925361,0.249500789418333,NA,NA,NA
"S4",0.5,0.5,3,"A",0.117141271882163,0.331531807410287,NA,NA,NA
"S4",0.5,0.5,3,"B_silopt",0.214702332329753,0.163663166812548,0,1,NA
"S4",0.5,0.5,3,"C_DK_ancien",0.0865269173444123,0.302379748087614,0,NA,NA
"S4",0.5,0.5,3,"DK_reconstruit",0.0901466763278395,0.309241204786579,NA,NA,3.81096646972081
"S4",0.5,0.5,4,"D0",0.233244022712604,0.266341925140212,NA,NA,NA
"S4",0.5,0.5,4,"D1",0.160377681532325,0.374077825700577,NA,NA,NA
"S4",0.5,0.5,4,"Df_silopt",0.233244022712604,0.266341925140212,0,NA,NA
"S4",0.5,0.5,4,"Ds",0.0815771410888501,0.212078035715719,NA,NA,NA
"S4",0.5,0.5,4,"A",0.108610092770683,0.295930537036793,NA,NA,NA
"S4",0.5,0.5,4,"B_silopt",0.233244022712604,0.266341925140212,0,1,NA
"S4",0.5,0.5,4,"C_DK_ancien",0.079713074397932,0.359826574597913,0.3,NA,NA
"S4",0.5,0.5,4,"DK_reconstruit",0.079389469507755,0.25342272041983,NA,NA,3.8144041916619
"S4",0.5,0.5,5,"D0",0.220235694854732,0.144418958819786,NA,NA,NA
"S4",0.5,0.5,5,"D1",0.150210550330316,0.378967512783105,NA,NA,NA
"S4",0.5,0.5,5,"Df_silopt",0.220235694854732,0.144418958819786,0,NA,NA
"S4",0.5,0.5,5,"Ds",0.0637969711518324,0.343955930176576,NA,NA,NA
"S4",0.5,0.5,5,"A",0.109770216626318,0.218191186940972,NA,NA,NA
"S4",0.5,0.5,5,"B_silopt",0.220235694854733,0.144418958819786,0,1,NA
"S4",0.5,0.5,5,"C_DK_ancien",0.071622209651875,0.297377790134857,0,NA,NA
"S4",0.5,0.5,5,"DK_reconstruit",0.076656676942814,0.141797855651994,NA,NA,3.87363197699488
"S4",0.5,0.5,6,"D0",0.24523264004617,0.271330209065097,NA,NA,NA
"S4",0.5,0.5,6,"D1",0.183942599698899,0.490258906139353,NA,NA,NA
"S4",0.5,0.5,6,"Df_silopt",0.24523264004617,0.271330209065097,0,NA,NA
"S4",0.5,0.5,6,"Ds",0.0993971379956206,0.236913288358987,NA,NA,NA
"S4",0.5,0.5,6,"A",0.114405776765909,0.248195768664858,NA,NA,NA
"S4",0.5,0.5,6,"B_silopt",0.24523264004617,0.271330209065097,0,1,NA
"S4",0.5,0.5,6,"C_DK_ancien",0.094500776926607,0.263423567471089,0,NA,NA
"S4",0.5,0.5,6,"DK_reconstruit",0.0993211635131848,0.283755255120022,NA,NA,4.05198619822159
"S4",0.5,0.5,7,"D0",0.220664424231086,0.192051312282726,NA,NA,NA
"S4",0.5,0.5,7,"D1",0.161861036783924,0.477351382713355,NA,NA,NA
"S4",0.5,0.5,7,"Df_silopt",0.220664424231086,0.192051312282726,0,NA,NA
"S4",0.5,0.5,7,"Ds",0.0786574973290413,0.26667835521914,NA,NA,NA
"S4",0.5,0.5,7,"A",0.113793738983327,0.252651347490935,NA,NA,NA
"S4",0.5,0.5,7,"B_silopt",0.220664424231086,0.192051312282726,0,1,NA
"S4",0.5,0.5,7,"C_DK_ancien",0.0794511894922629,0.340496544505942,0.1,NA,NA
"S4",0.5,0.5,7,"DK_reconstruit",0.0815856573929135,0.315207815217568,NA,NA,4.0634709440937
"S4",0.5,0.5,8,"D0",0.215958526583179,0.301136408319238,NA,NA,NA
"S4",0.5,0.5,8,"D1",0.148827795412765,0.389755585369533,NA,NA,NA
"S4",0.5,0.5,8,"Df_silopt",0.215958526583179,0.301136408319238,0,NA,NA
"S4",0.5,0.5,8,"Ds",0.0857478540920791,0.213892721702984,NA,NA,NA
"S4",0.5,0.5,8,"A",0.109048483371246,0.324986697387522,NA,NA,NA
"S4",0.5,0.5,8,"B_silopt",0.215958526583179,0.301136408319238,0,1,NA
"S4",0.5,0.5,8,"C_DK_ancien",0.0859782216819562,0.309611011098377,0,NA,NA
"S4",0.5,0.5,8,"DK_reconstruit",0.0863241214296591,0.2380145997744,NA,NA,4.12992691590098
"S4",0.5,0.5,9,"D0",0.246644337395179,0.250660795022895,NA,NA,NA
"S4",0.5,0.5,9,"D1",0.183477672894247,0.347146074548331,NA,NA,NA
"S4",0.5,0.5,9,"Df_silopt",0.246644337395179,0.250660795022895,0,NA,NA
"S4",0.5,0.5,9,"Ds",0.101610402540516,0.247130044835662,NA,NA,NA
"S4",0.5,0.5,9,"A",0.116480037568079,0.266748727472704,NA,NA,NA
"S4",0.5,0.5,9,"B_silopt",0.246644337395179,0.250660795022895,0,1,NA
"S4",0.5,0.5,9,"C_DK_ancien",0.101071478320388,0.279626170227445,0,NA,NA
"S4",0.5,0.5,9,"DK_reconstruit",0.10504382823169,0.279302139354039,NA,NA,3.83294378805716
"S4",0.5,0.5,10,"D0",0.211332231335368,0.243639479461966,NA,NA,NA
"S4",0.5,0.5,10,"D1",0.161079381289935,0.319972648906031,NA,NA,NA
"S4",0.5,0.5,10,"Df_silopt",0.211332231335368,0.243639479461966,0,NA,NA
"S4",0.5,0.5,10,"Ds",0.0778293781859185,0.236921609838807,NA,NA,NA
"S4",0.5,0.5,10,"A",0.111202311049429,0.290122676909745,NA,NA,NA
"S4",0.5,0.5,10,"B_silopt",0.211332231335368,0.243639479461966,0,1,NA
"S4",0.5,0.5,10,"C_DK_ancien",0.0736851335862498,0.285937901736791,0.1,NA,NA
"S4",0.5,0.5,10,"DK_reconstruit",0.07339841980544,0.203116633780245,NA,NA,3.77361873420636
